datetime,latitude,NS,longitude,EW,altitude,speed,direction
18-8-6_7:1:8.800,3958.5707,N,11629.8208,Unknown,15.8,13.08,188.91
18-8-6_7:1:8.900,3958.5704,N,11629.8207,Unknown,15.8,13.06,188.88
18-8-6_7:1:9.0,3958.5700,N,11629.8206,Unknown,15.7,13.06,188.41
18-8-6_7:1:9.100,3958.5697,N,11629.8206,Unknown,15.7,13.03,188.06
18-8-6_7:1:9.200,3958.5693,N,11629.8205,Unknown,15.6,13.00,187.59
18-8-6_7:1:9.300,3958.5689,N,11629.8204,Unknown,15.5,12.65,187.51
18-8-6_7:1:9.400,3958.5686,N,11629.8204,Unknown,15.5,12.87,187.33
18-8-6_7:1:9.500,3958.5682,N,11629.8203,Unknown,15.4,12.81,187.65
18-8-6_7:1:9.600,3958.5679,N,11629.8203,Unknown,15.3,12.78,187.93
18-8-6_7:1:9.700,3958.5675,N,11629.8202,Unknown,15.2,12.80,188.02
18-8-6_7:1:9.800,3958.5672,N,11629.8201,Unknown,15.2,12.77,188.27
18-8-6_7:1:9.900,3958.5668,N,11629.8201,Unknown,15.1,12.81,188.44
18-8-6_7:1:10.0,3958.5665,N,11629.8200,Unknown,15.0,12.79,188.64
18-8-6_7:1:10.100,3958.5661,N,11629.8199,Unknown,15.0,12.56,189.01
18-8-6_7:1:10.200,3958.5658,N,11629.8198,Unknown,14.9,12.49,189.18
18-8-6_7:1:10.300,3958.5654,N,11629.8198,Unknown,14.9,12.43,188.93
18-8-6_7:1:10.400,3958.5651,N,11629.8197,Unknown,14.8,12.45,188.34
18-8-6_7:1:10.500,3958.5648,N,11629.8197,Unknown,14.7,12.41,187.66
18-8-6_7:1:10.600,3958.5644,N,11629.8196,Unknown,14.7,12.33,187.36
18-8-6_7:1:10.700,3958.5641,N,11629.8195,Unknown,14.6,11.92,187.34
18-8-6_7:1:10.800,3958.5638,N,11629.8195,Unknown,14.6,12.10,187.30
18-8-6_7:1:10.900,3958.5634,N,11629.8194,Unknown,14.5,12.03,187.54
18-8-6_7:1:11.0,3958.5631,N,11629.8194,Unknown,14.5,12.08,187.39
18-8-6_7:1:11.100,3958.5628,N,11629.8193,Unknown,14.4,12.07,187.66
18-8-6_7:1:11.200,3958.5624,N,11629.8193,Unknown,14.4,11.61,187.68
18-8-6_7:1:11.300,3958.5621,N,11629.8192,Unknown,14.3,12.08,188.19
18-8-6_7:1:11.400,3958.5618,N,11629.8191,Unknown,14.3,12.06,188.55
18-8-6_7:1:11.500,3958.5614,N,11629.8191,Unknown,14.2,11.51,188.81
18-8-6_7:1:11.600,3958.5611,N,11629.8190,Unknown,14.2,11.75,188.92
18-8-6_7:1:11.700,3958.5608,N,11629.8189,Unknown,14.1,11.57,189.72
18-8-6_7:1:11.800,3958.5605,N,11629.8189,Unknown,14.1,11.59,189.66
18-8-6_7:1:11.900,3958.5602,N,11629.8188,Unknown,14.0,11.63,189.85
18-8-6_7:1:12.0,3958.5598,N,11629.8187,Unknown,14.0,11.36,189.54
18-8-6_7:1:12.100,3958.5595,N,11629.8187,Unknown,13.9,11.53,189.64
18-8-6_7:1:12.200,3958.5592,N,11629.8186,Unknown,13.9,11.50,189.06
18-8-6_7:1:12.300,3958.5589,N,11629.8185,Unknown,13.9,11.25,188.73
18-8-6_7:1:12.400,3958.5586,N,11629.8185,Unknown,13.8,11.07,188.55
18-8-6_7:1:12.500,3958.5583,N,11629.8184,Unknown,13.8,11.00,188.95
18-8-6_7:1:12.600,3958.5580,N,11629.8183,Unknown,13.7,11.16,189.21
18-8-6_7:1:12.700,3958.5577,N,11629.8183,Unknown,13.7,10.98,189.13
18-8-6_7:1:12.800,3958.5574,N,11629.8182,Unknown,13.7,10.79,189.41
18-8-6_7:1:12.900,3958.5571,N,11629.8181,Unknown,13.6,10.81,189.09
18-8-6_7:1:13.0,3958.5568,N,11629.8181,Unknown,13.6,10.81,188.67
18-8-6_7:1:13.300,3958.5559,N,11629.8179,Unknown,13.5,10.58,189.09
18-8-6_7:1:13.400,3958.5556,N,11629.8178,Unknown,13.5,10.15,189.62
18-8-6_7:1:13.500,3958.5553,N,11629.8178,Unknown,13.5,10.14,189.67
18-8-6_7:1:13.600,3958.5551,N,11629.8177,Unknown,13.4,10.13,189.45
18-8-6_7:1:13.700,3958.5548,N,11629.8177,Unknown,13.4,10.06,189.60
18-8-6_7:1:13.800,3958.5545,N,11629.8176,Unknown,13.4,9.85,189.39
18-8-6_7:1:13.900,3958.5542,N,11629.8175,Unknown,13.4,9.85,189.42
18-8-6_7:1:14.0,3958.5540,N,11629.8175,Unknown,13.3,9.78,190.13
18-8-6_7:1:14.100,3958.5537,N,11629.8174,Unknown,13.3,9.97,190.16
18-8-6_7:1:14.200,3958.5534,N,11629.8173,Unknown,13.3,9.77,190.46
18-8-6_7:1:14.300,3958.5532,N,11629.8173,Unknown,13.3,9.74,190.62
18-8-6_7:1:14.400,3958.5529,N,11629.8172,Unknown,13.2,9.68,190.82
18-8-6_7:1:14.500,3958.5526,N,11629.8172,Unknown,13.2,9.50,191.07
18-8-6_7:1:14.600,3958.5524,N,11629.8171,Unknown,13.2,9.44,191.42
18-8-6_7:1:14.700,3958.5521,N,11629.8170,Unknown,13.1,9.42,191.18
18-8-6_7:1:14.800,3958.5519,N,11629.8170,Unknown,13.1,9.21,191.03
18-8-6_7:1:14.900,3958.5516,N,11629.8169,Unknown,13.1,9.02,190.85
18-8-6_7:1:15.0,3958.5514,N,11629.8168,Unknown,13.1,8.96,190.78
18-8-6_7:1:15.100,3958.5511,N,11629.8168,Unknown,13.0,8.75,190.70
18-8-6_7:1:15.200,3958.5509,N,11629.8167,Unknown,13.0,8.50,190.64
18-8-6_7:1:15.300,3958.5506,N,11629.8167,Unknown,13.0,8.45,190.60
18-8-6_7:1:15.400,3958.5504,N,11629.8166,Unknown,13.0,8.15,190.82
18-8-6_7:1:15.500,3958.5502,N,11629.8165,Unknown,12.9,8.11,191.34
18-8-6_7:1:15.600,3958.5500,N,11629.8165,Unknown,12.9,8.07,191.16
18-8-6_7:1:15.700,3958.5498,N,11629.8164,Unknown,12.9,7.81,191.23
18-8-6_7:1:15.800,3958.5495,N,11629.8164,Unknown,12.9,7.65,191.16
18-8-6_7:1:15.900,3958.5493,N,11629.8163,Unknown,12.8,7.59,190.94
18-8-6_7:1:16.0,3958.5491,N,11629.8163,Unknown,12.8,7.54,191.60
18-8-6_7:1:16.100,3958.5489,N,11629.8162,Unknown,12.8,7.46,191.86
18-8-6_7:1:16.200,3958.5487,N,11629.8162,Unknown,12.8,7.27,191.37
18-8-6_7:1:16.300,3958.5485,N,11629.8161,Unknown,12.7,7.28,191.86
18-8-6_7:1:16.400,3958.5483,N,11629.8161,Unknown,12.7,7.20,192.76
18-8-6_7:1:16.500,3958.5481,N,11629.8160,Unknown,12.7,7.23,192.57
18-8-6_7:1:16.600,3958.5479,N,11629.8159,Unknown,12.7,6.97,192.47
18-8-6_7:1:16.700,3958.5477,N,11629.8159,Unknown,12.7,6.97,192.55
18-8-6_7:1:16.800,3958.5476,N,11629.8158,Unknown,12.7,6.92,192.04
18-8-6_7:1:16.900,3958.5474,N,11629.8158,Unknown,12.6,6.61,191.74
18-8-6_7:1:17.0,3958.5472,N,11629.8157,Unknown,12.6,6.89,192.57
18-8-6_7:1:17.100,3958.5470,N,11629.8157,Unknown,12.6,6.84,193.38
18-8-6_7:1:17.200,3958.5468,N,11629.8156,Unknown,12.6,7.00,193.58
18-8-6_7:1:17.300,3958.5466,N,11629.8156,Unknown,12.6,6.65,193.76
18-8-6_7:1:17.400,3958.5464,N,11629.8155,Unknown,12.6,6.39,193.09
18-8-6_7:1:17.500,3958.5463,N,11629.8155,Unknown,12.5,6.32,192.55
18-8-6_7:1:17.600,3958.5461,N,11629.8154,Unknown,12.5,6.32,192.68
18-8-6_7:1:17.700,3958.5459,N,11629.8153,Unknown,12.5,6.30,191.92
18-8-6_7:1:17.800,3958.5458,N,11629.8153,Unknown,12.5,6.32,191.23
18-8-6_7:1:17.900,3958.5456,N,11629.8153,Unknown,12.5,6.13,191.01
18-8-6_7:1:18.0,3958.5454,N,11629.8152,Unknown,12.4,5.91,191.48
18-8-6_7:1:18.100,3958.5453,N,11629.8152,Unknown,12.4,6.14,191.71
18-8-6_7:1:18.200,3958.5451,N,11629.8151,Unknown,12.4,5.96,192.47
18-8-6_7:1:18.300,3958.5449,N,11629.8151,Unknown,12.4,5.63,192.23
18-8-6_7:1:18.400,3958.5448,N,11629.8150,Unknown,12.4,6.01,191.51
18-8-6_7:1:18.500,3958.5446,N,11629.8150,Unknown,12.3,5.69,190.33
18-8-6_7:1:18.600,3958.5445,N,11629.8150,Unknown,12.3,5.68,190.38
18-8-6_7:1:18.700,3958.5443,N,11629.8149,Unknown,12.3,5.40,189.86
18-8-6_7:1:18.800,3958.5442,N,11629.8149,Unknown,12.3,5.38,188.62
18-8-6_7:1:18.900,3958.5440,N,11629.8149,Unknown,12.3,5.34,189.08
18-8-6_7:1:19.0,3958.5439,N,11629.8148,Unknown,12.2,5.54,188.71
18-8-6_7:1:19.100,3958.5437,N,11629.8148,Unknown,12.1,5.53,188.65
18-8-6_7:1:19.200,3958.5435,N,11629.8147,Unknown,11.9,5.52,189.37
18-8-6_7:1:19.300,3958.5433,N,11629.8147,Unknown,11.7,5.47,189.81
18-8-6_7:1:19.400,3958.5431,N,11629.8146,Unknown,11.3,5.63,189.11
18-8-6_7:1:19.500,3958.5429,N,11629.8146,Unknown,11.1,5.38,189.79
18-8-6_7:1:19.600,3958.5427,N,11629.8145,Unknown,10.9,5.56,189.11
18-8-6_7:1:19.700,3958.5425,N,11629.8145,Unknown,10.8,5.08,189.67
18-8-6_7:1:19.800,3958.5423,N,11629.8145,Unknown,10.6,5.02,190.15
18-8-6_7:1:19.900,3958.5421,N,11629.8145,Unknown,10.5,5.09,189.30
18-8-6_7:1:20.0,3958.5419,N,11629.8145,Unknown,10.3,5.08,188.48
18-8-6_7:1:20.100,3958.5418,N,11629.8146,Unknown,10.0,4.80,188.38
18-8-6_7:1:20.200,3958.5416,N,11629.8146,Unknown,9.8,4.64,188.27
18-8-6_7:1:20.300,3958.5414,N,11629.8146,Unknown,9.8,4.62,188.92
18-8-6_7:1:20.400,3958.5413,N,11629.8146,Unknown,9.8,4.86,188.73
18-8-6_7:1:20.500,3958.5411,N,11629.8145,Unknown,9.7,4.57,189.06
18-8-6_7:1:20.600,3958.5410,N,11629.8145,Unknown,9.7,4.54,188.50
18-8-6_7:1:20.700,3958.5408,N,11629.8146,Unknown,9.6,4.39,187.37
18-8-6_7:1:20.800,3958.5407,N,11629.8146,Unknown,9.5,4.34,185.85
18-8-6_7:1:20.900,3958.5405,N,11629.8146,Unknown,9.5,4.27,184.90
18-8-6_7:1:21.0,3958.5404,N,11629.8147,Unknown,9.6,4.25,183.64
18-8-6_7:1:21.100,3958.5403,N,11629.8147,Unknown,9.7,4.18,183.44
18-8-6_7:1:21.200,3958.5402,N,11629.8148,Unknown,9.8,4.02,183.36
18-8-6_7:1:21.300,3958.5401,N,11629.8149,Unknown,9.8,3.97,183.51
18-8-6_7:1:21.400,3958.5400,N,11629.8149,Unknown,9.6,3.76,183.49
18-8-6_7:1:21.500,3958.5399,N,11629.8148,Unknown,9.5,3.56,183.99
18-8-6_7:1:21.600,3958.5398,N,11629.8148,Unknown,9.3,3.37,184.50
18-8-6_7:1:21.700,3958.5397,N,11629.8147,Unknown,9.2,3.19,184.77
18-8-6_7:1:21.800,3958.5396,N,11629.8146,Unknown,9.0,3.19,185.77
18-8-6_7:1:21.900,3958.5395,N,11629.8145,Unknown,8.8,2.84,186.01
18-8-6_7:1:22.0,3958.5394,N,11629.8144,Unknown,8.7,2.84,186.75
18-8-6_7:1:22.100,3958.5394,N,11629.8144,Unknown,8.5,2.33,186.04
18-8-6_7:1:22.200,3958.5393,N,11629.8143,Unknown,8.4,2.29,185.43
18-8-6_7:1:22.300,3958.5393,N,11629.8142,Unknown,8.3,2.24,184.60
18-8-6_7:1:22.400,3958.5392,N,11629.8141,Unknown,8.3,2.24,184.19
18-8-6_7:1:22.500,3958.5391,N,11629.8142,Unknown,8.4,2.28,183.51
18-8-6_7:1:22.600,3958.5391,N,11629.8141,Unknown,8.4,2.27,183.68
18-8-6_7:1:22.700,3958.5390,N,11629.8141,Unknown,8.5,2.23,183.41
18-8-6_7:1:22.800,3958.5390,N,11629.8141,Unknown,8.5,2.20,183.90
18-8-6_7:1:22.900,3958.5389,N,11629.8140,Unknown,8.5,1.76,183.24
18-8-6_7:1:23.0,3958.5389,N,11629.8140,Unknown,8.6,1.92,183.78
18-8-6_7:1:23.100,3958.5388,N,11629.8140,Unknown,8.6,1.92,184.14
18-8-6_7:1:23.200,3958.5388,N,11629.8139,Unknown,8.7,1.57,182.85
18-8-6_7:1:23.300,3958.5387,N,11629.8138,Unknown,8.8,1.86,187.32
18-8-6_7:1:23.400,3958.5387,N,11629.8137,Unknown,8.9,1.87,186.24
18-8-6_7:1:23.500,3958.5386,N,11629.8137,Unknown,9.0,1.68,185.48
18-8-6_7:1:23.800,3958.5385,N,11629.8136,Unknown,9.1,1.77,182.40
18-8-6_7:1:23.900,3958.5384,N,11629.8136,Unknown,9.2,1.24,167.19
18-8-6_7:1:24.0,3958.5384,N,11629.8136,Unknown,9.3,1.22,170.47
18-8-6_7:1:24.100,3958.5384,N,11629.8136,Unknown,9.6,1.29,169.12
18-8-6_7:1:24.200,3958.5383,N,11629.8136,Unknown,9.6,1.27,177.69
18-8-6_7:1:24.300,3958.5383,N,11629.8136,Unknown,9.6,1.26,176.10
18-8-6_7:1:24.400,3958.5383,N,11629.8136,Unknown,9.9,1.24,176.35
18-8-6_7:1:24.500,3958.5383,N,11629.8136,Unknown,9.9,1.23,177.35
18-8-6_7:1:24.600,3958.5382,N,11629.8136,Unknown,10.0,1.21,175.06
18-8-6_7:1:24.700,3958.5382,N,11629.8136,Unknown,10.1,1.20,177.67
18-8-6_7:1:24.800,3958.5381,N,11629.8136,Unknown,10.2,1.20,177.07
18-8-6_7:1:24.900,3958.5381,N,11629.8136,Unknown,10.3,1.22,176.08
18-8-6_7:1:25.0,3958.5380,N,11629.8135,Unknown,10.4,1.25,183.78
18-8-6_7:1:25.100,3958.5380,N,11629.8135,Unknown,10.6,1.28,181.88
18-8-6_7:1:25.200,3958.5379,N,11629.8135,Unknown,10.7,1.52,179.47
18-8-6_7:1:25.300,3958.5378,N,11629.8135,Unknown,10.7,1.54,176.55
18-8-6_7:1:25.400,3958.5378,N,11629.8134,Unknown,10.8,1.57,173.86
18-8-6_7:1:25.500,3958.5377,N,11629.8134,Unknown,11.0,1.50,175.45
18-8-6_7:1:25.600,3958.5377,N,11629.8134,Unknown,11.1,1.43,175.25
18-8-6_7:1:25.700,3958.5377,N,11629.8133,Unknown,11.3,1.23,176.78
18-8-6_7:1:25.800,3958.5377,N,11629.8133,Unknown,11.5,1.21,176.08
18-8-6_7:1:25.900,3958.5377,N,11629.8133,Unknown,11.8,1.21,177.67
18-8-6_7:1:26.0,3958.5377,N,11629.8133,Unknown,12.0,1.17,176.77
18-8-6_7:1:26.100,3958.5377,N,11629.8133,Unknown,12.1,1.00,176.12
18-8-6_7:1:26.200,3958.5377,N,11629.8133,Unknown,12.2,0.99,175.35
18-8-6_7:1:26.300,3958.5376,N,11629.8133,Unknown,12.2,0.98,174.81
18-8-6_7:1:26.400,3958.5376,N,11629.8133,Unknown,12.1,1.01,174.83
18-8-6_7:1:26.500,3958.5376,N,11629.8133,Unknown,12.1,1.03,174.97
18-8-6_7:1:26.600,3958.5375,N,11629.8133,Unknown,12.1,1.02,175.56
18-8-6_7:1:26.700,3958.5375,N,11629.8133,Unknown,12.1,0.99,175.19
18-8-6_7:1:26.800,3958.5375,N,11629.8133,Unknown,12.1,0.99,174.31
18-8-6_7:1:26.900,3958.5375,N,11629.8133,Unknown,12.1,1.02,173.75
18-8-6_7:1:27.0,3958.5374,N,11629.8133,Unknown,12.1,1.00,175.07
18-8-6_7:1:27.100,3958.5374,N,11629.8133,Unknown,12.0,0.95,175.34
18-8-6_7:1:27.200,3958.5374,N,11629.8133,Unknown,12.0,0.93,177.84
18-8-6_7:1:27.300,3958.5374,N,11629.8133,Unknown,12.0,0.92,178.34
18-8-6_7:1:27.400,3958.5373,N,11629.8133,Unknown,12.0,0.93,177.02
18-8-6_7:1:27.500,3958.5373,N,11629.8133,Unknown,12.0,0.94,176.49
18-8-6_7:1:27.600,3958.5373,N,11629.8133,Unknown,12.0,0.93,176.34
18-8-6_7:1:27.700,3958.5372,N,11629.8133,Unknown,12.0,0.93,176.19
18-8-6_7:1:27.800,3958.5372,N,11629.8133,Unknown,12.0,0.93,177.44
18-8-6_7:1:27.900,3958.5372,N,11629.8133,Unknown,12.0,0.94,177.44
18-8-6_7:1:28.0,3958.5372,N,11629.8133,Unknown,12.0,0.93,177.44
18-8-6_7:1:28.100,3958.5371,N,11629.8133,Unknown,11.9,0.92,177.44
18-8-6_7:1:28.200,3958.5371,N,11629.8133,Unknown,11.9,0.91,177.44
18-8-6_7:1:28.300,3958.5371,N,11629.8133,Unknown,11.9,0.75,177.44
18-8-6_7:1:28.400,3958.5371,N,11629.8133,Unknown,11.9,0.92,177.44
18-8-6_7:1:28.500,3958.5370,N,11629.8133,Unknown,11.9,0.88,177.44
18-8-6_7:1:28.600,3958.5370,N,11629.8133,Unknown,11.9,0.74,177.44
18-8-6_7:1:28.700,3958.5370,N,11629.8133,Unknown,11.9,0.87,177.44
18-8-6_7:1:28.800,3958.5370,N,11629.8133,Unknown,11.9,0.89,177.44
18-8-6_7:1:28.900,3958.5370,N,11629.8133,Unknown,11.8,0.87,177.44
18-8-6_7:1:29.0,3958.5369,N,11629.8133,Unknown,11.8,0.83,177.44
18-8-6_7:1:29.100,3958.5369,N,11629.8133,Unknown,11.8,0.82,183.02
18-8-6_7:1:29.200,3958.5369,N,11629.8133,Unknown,11.8,0.80,182.91
18-8-6_7:1:29.300,3958.5369,N,11629.8133,Unknown,11.8,0.78,182.82
18-8-6_7:1:29.400,3958.5368,N,11629.8133,Unknown,11.8,0.78,182.71
18-8-6_7:1:29.500,3958.5368,N,11629.8133,Unknown,11.8,0.80,182.60
18-8-6_7:1:29.600,3958.5368,N,11629.8133,Unknown,11.7,0.81,182.54
18-8-6_7:1:29.700,3958.5368,N,11629.8133,Unknown,11.7,0.80,182.49
18-8-6_7:1:29.800,3958.5368,N,11629.8133,Unknown,11.7,0.79,182.43
18-8-6_7:1:29.900,3958.5367,N,11629.8133,Unknown,11.7,0.78,182.38
18-8-6_7:1:30.0,3958.5367,N,11629.8133,Unknown,11.7,0.83,182.30
18-8-6_7:1:30.100,3958.5367,N,11629.8134,Unknown,11.7,0.81,182.22
18-8-6_7:1:30.200,3958.5367,N,11629.8134,Unknown,11.7,0.77,182.22
18-8-6_7:1:30.300,3958.5367,N,11629.8134,Unknown,11.7,0.76,182.19
18-8-6_7:1:30.400,3958.5366,N,11629.8134,Unknown,11.6,0.74,182.21
18-8-6_7:1:30.500,3958.5366,N,11629.8134,Unknown,11.6,0.73,182.18
18-8-6_7:1:30.600,3958.5366,N,11629.8134,Unknown,11.6,0.71,182.16
18-8-6_7:1:30.700,3958.5366,N,11629.8134,Unknown,11.6,0.71,182.12
18-8-6_7:1:30.800,3958.5365,N,11629.8134,Unknown,11.6,0.69,182.11
18-8-6_7:1:30.900,3958.5365,N,11629.8134,Unknown,11.6,0.70,182.10
18-8-6_7:1:31.0,3958.5365,N,11629.8134,Unknown,11.6,0.70,182.09
18-8-6_7:1:31.100,3958.5365,N,11629.8133,Unknown,11.5,0.68,182.08
18-8-6_7:1:31.200,3958.5365,N,11629.8133,Unknown,11.5,0.65,182.07
18-8-6_7:1:31.300,3958.5364,N,11629.8133,Unknown,11.5,0.64,182.05
18-8-6_7:1:31.400,3958.5364,N,11629.8133,Unknown,11.5,0.63,182.03
18-8-6_7:1:31.500,3958.5364,N,11629.8133,Unknown,11.5,0.62,182.00
18-8-6_7:1:31.600,3958.5364,N,11629.8133,Unknown,11.5,0.61,181.98
18-8-6_7:1:31.700,3958.5364,N,11629.8133,Unknown,11.4,0.62,181.93
18-8-6_7:1:31.800,3958.5364,N,11629.8133,Unknown,11.4,0.61,181.89
18-8-6_7:1:31.900,3958.5363,N,11629.8133,Unknown,11.4,0.59,181.84
18-8-6_7:1:32.0,3958.5363,N,11629.8133,Unknown,11.4,0.56,181.77
18-8-6_7:1:32.100,3958.5363,N,11629.8134,Unknown,11.4,0.55,181.70
18-8-6_7:1:32.200,3958.5363,N,11629.8134,Unknown,11.4,0.56,181.62
18-8-6_7:1:32.300,3958.5363,N,11629.8134,Unknown,11.4,0.60,181.32
18-8-6_7:1:32.400,3958.5363,N,11629.8134,Unknown,11.4,0.57,181.12
18-8-6_7:1:32.500,3958.5362,N,11629.8134,Unknown,11.3,0.52,181.02
18-8-6_7:1:32.600,3958.5362,N,11629.8134,Unknown,11.3,0.38,180.98
18-8-6_7:1:32.700,3958.5362,N,11629.8134,Unknown,11.3,0.27,180.96
18-8-6_7:1:32.800,3958.5362,N,11629.8134,Unknown,11.3,0.30,180.91
18-8-6_7:1:32.900,3958.5362,N,11629.8134,Unknown,11.3,0.23,180.89
18-8-6_7:1:33.0,3958.5362,N,11629.8134,Unknown,11.3,0.13,180.82
18-8-6_7:1:33.100,3958.5362,N,11629.8134,Unknown,11.3,0.17,180.76
18-8-6_7:1:33.200,3958.5362,N,11629.8134,Unknown,11.3,0.13,180.70
18-8-6_7:1:33.300,3958.5362,N,11629.8134,Unknown,11.2,0.10,180.65
18-8-6_7:1:33.400,3958.5362,N,11629.8134,Unknown,11.2,0.10,180.59
18-8-6_7:1:33.500,3958.5362,N,11629.8134,Unknown,11.2,0.08,180.53
18-8-6_7:1:33.600,3958.5362,N,11629.8134,Unknown,11.2,0.09,180.47
18-8-6_7:1:33.700,3958.5362,N,11629.8134,Unknown,11.2,0.09,180.40
18-8-6_7:1:33.800,3958.5362,N,11629.8134,Unknown,11.2,0.07,180.32
18-8-6_7:1:33.900,3958.5362,N,11629.8134,Unknown,11.2,0.08,180.23
18-8-6_7:1:34.0,3958.5362,N,11629.8134,Unknown,11.2,0.08,180.13
18-8-6_7:1:34.100,3958.5361,N,11629.8134,Unknown,11.2,0.10,180.00
18-8-6_7:1:34.200,3958.5361,N,11629.8134,Unknown,11.1,0.07,179.89
18-8-6_7:1:34.300,3958.5361,N,11629.8134,Unknown,11.1,0.08,179.78
18-8-6_7:1:34.400,3958.5361,N,11629.8134,Unknown,11.1,0.07,179.66
18-8-6_7:1:34.500,3958.5361,N,11629.8134,Unknown,11.1,0.07,179.56
18-8-6_7:1:34.600,3958.5361,N,11629.8134,Unknown,11.1,0.08,179.45
18-8-6_7:1:34.700,3958.5361,N,11629.8134,Unknown,11.1,0.08,179.33
18-8-6_7:1:34.800,3958.5361,N,11629.8134,Unknown,11.1,0.08,179.23
18-8-6_7:1:34.900,3958.5361,N,11629.8134,Unknown,11.0,0.09,179.13
18-8-6_7:1:35.0,3958.5361,N,11629.8134,Unknown,11.0,0.09,179.04
18-8-6_7:1:35.100,3958.5361,N,11629.8134,Unknown,11.0,0.10,178.94
18-8-6_7:1:35.200,3958.5361,N,11629.8134,Unknown,11.0,0.09,178.87
18-8-6_7:1:35.300,3958.5361,N,11629.8134,Unknown,11.0,0.09,178.82
18-8-6_7:1:35.400,3958.5361,N,11629.8134,Unknown,11.0,0.11,178.77
18-8-6_7:1:35.500,3958.5361,N,11629.8134,Unknown,11.0,0.12,178.67
18-8-6_7:1:35.600,3958.5361,N,11629.8134,Unknown,10.9,0.12,178.63
18-8-6_7:1:35.700,3958.5361,N,11629.8134,Unknown,10.9,0.12,178.55
18-8-6_7:1:35.800,3958.5361,N,11629.8134,Unknown,10.9,0.13,178.48
18-8-6_7:1:35.900,3958.5361,N,11629.8134,Unknown,10.9,0.13,178.39
18-8-6_7:1:36.0,3958.5361,N,11629.8134,Unknown,10.9,0.13,178.31
18-8-6_7:1:36.100,3958.5361,N,11629.8134,Unknown,10.9,0.13,178.26
18-8-6_7:1:36.200,3958.5361,N,11629.8134,Unknown,10.9,0.12,178.21
18-8-6_7:1:36.300,3958.5361,N,11629.8134,Unknown,10.8,0.12,178.19
18-8-6_7:1:36.400,3958.5361,N,11629.8134,Unknown,10.8,0.11,178.19
18-8-6_7:1:36.500,3958.5361,N,11629.8134,Unknown,10.8,0.13,178.17
18-8-6_7:1:36.600,3958.5361,N,11629.8134,Unknown,10.8,0.14,178.16
18-8-6_7:1:36.700,3958.5361,N,11629.8134,Unknown,10.8,0.14,178.17
18-8-6_7:1:36.800,3958.5360,N,11629.8134,Unknown,10.8,0.16,178.17
18-8-6_7:1:36.900,3958.5360,N,11629.8134,Unknown,10.8,0.17,178.16
18-8-6_7:1:37.0,3958.5360,N,11629.8134,Unknown,10.7,0.17,178.11
18-8-6_7:1:37.100,3958.5360,N,11629.8134,Unknown,10.7,0.14,178.03
18-8-6_7:1:37.200,3958.5360,N,11629.8134,Unknown,10.7,0.16,178.01
18-8-6_7:1:37.300,3958.5360,N,11629.8134,Unknown,10.7,0.14,177.95
18-8-6_7:1:37.400,3958.5360,N,11629.8134,Unknown,10.7,0.14,177.90
18-8-6_7:1:37.500,3958.5360,N,11629.8134,Unknown,10.7,0.13,177.80
18-8-6_7:1:37.600,3958.5360,N,11629.8134,Unknown,10.7,0.12,177.70
18-8-6_7:1:37.700,3958.5360,N,11629.8134,Unknown,10.6,0.12,177.50
18-8-6_7:1:37.800,3958.5360,N,11629.8134,Unknown,10.6,0.13,177.38
18-8-6_7:1:37.900,3958.5360,N,11629.8134,Unknown,10.6,0.10,177.21
18-8-6_7:1:38.0,3958.5360,N,11629.8134,Unknown,10.6,0.11,177.09
18-8-6_7:1:38.100,3958.5360,N,11629.8134,Unknown,10.6,0.11,176.96
18-8-6_7:1:38.200,3958.5360,N,11629.8134,Unknown,10.6,0.11,176.79
18-8-6_7:1:38.300,3958.5360,N,11629.8134,Unknown,10.6,0.10,176.70
18-8-6_7:1:38.400,3958.5360,N,11629.8134,Unknown,10.6,0.08,176.51
18-8-6_7:1:38.500,3958.5360,N,11629.8134,Unknown,10.5,0.09,176.29
18-8-6_7:1:38.600,3958.5360,N,11629.8134,Unknown,10.5,0.08,176.08
18-8-6_7:1:38.700,3958.5360,N,11629.8134,Unknown,10.5,0.07,176.00
18-8-6_7:1:38.800,3958.5360,N,11629.8134,Unknown,10.5,0.07,175.93
18-8-6_7:1:38.900,3958.5360,N,11629.8134,Unknown,10.5,0.08,175.81
18-8-6_7:1:39.0,3958.5360,N,11629.8134,Unknown,10.5,0.09,175.66
18-8-6_7:1:39.100,3958.5360,N,11629.8134,Unknown,10.5,0.10,175.44
18-8-6_7:1:39.200,3958.5360,N,11629.8134,Unknown,10.5,0.10,175.23
18-8-6_7:1:39.300,3958.5360,N,11629.8134,Unknown,10.4,0.10,175.02
18-8-6_7:1:39.400,3958.5360,N,11629.8134,Unknown,10.4,0.11,174.80
18-8-6_7:1:39.500,3958.5360,N,11629.8134,Unknown,10.4,0.11,174.61
18-8-6_7:1:39.600,3958.5360,N,11629.8134,Unknown,10.4,0.11,174.50
18-8-6_7:1:39.700,3958.5360,N,11629.8134,Unknown,10.4,0.12,174.44
18-8-6_7:1:39.800,3958.5360,N,11629.8134,Unknown,10.4,0.12,174.43
18-8-6_7:1:39.900,3958.5359,N,11629.8134,Unknown,10.4,0.13,174.45
18-8-6_7:1:40.0,3958.5359,N,11629.8134,Unknown,10.4,0.13,174.51
18-8-6_7:1:40.100,3958.5359,N,11629.8134,Unknown,10.4,0.14,174.60
